lat_bin,lon_bin,center_lat,center_lon,fire_count,max_conf,mean_conf,max_frp,mean_frp,risk_class,risk_code,clc_code,lc_group,burnable,label,pred_label,pred_proba_high,dist_to_road_m,slope_deg,ground_access_class,ground_access_score,road_dist_class,slope_class,ground_access_score_v1,ground_access_class_v1,ground_reason_v1,air_access_score_v1,air_access_class_v1,air_reason_v1
10,70,38.1208,28.385,0,0.0,0.0,0.0,0.0,NO_FIRE,0,21,OTHER,1,0,0,0.0,23.395501015439443,17.608367919921875,MEDIUM,2,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,8,38.1408,26.525,0,0.0,0.0,0.0,0.0,NO_FIRE,0,28,OTHER,1,0,0,0.0,4633.216459703029,3.0589475631713867,LOW,1,FAR,LOW,3,HIGH,"ground: dist>1000m, slope<=10° => score=max(road,slope)=3",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,9,38.1408,26.555,0,0.0,0.0,0.0,0.0,NO_FIRE,0,28,OTHER,1,0,0,0.0,4425.430033480488,13.002172470092772,LOW,1,FAR,MEDIUM,3,HIGH,"ground: dist>1000m, 10°<slope<=20° => score=max(road,slope)=3",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,10,38.1408,26.585,0,0.0,0.0,0.0,0.0,NO_FIRE,0,28,OTHER,1,0,0,0.0,1846.4434910601344,17.57685661315918,LOW,1,FAR,MEDIUM,3,HIGH,"ground: dist>1000m, 10°<slope<=20° => score=max(road,slope)=3",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,11,38.1408,26.615,0,0.0,0.0,0.0,0.0,NO_FIRE,0,28,OTHER,1,0,0,0.0,596.8131793937085,10.232840538024902,LOW,1,MID,MEDIUM,2,MEDIUM,"ground: 250m<dist<=1000m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,18,38.1408,26.825,3,100.0,58.333333,112.5,50.133333,HIGH,2,11,OTHER,1,1,1,0.9875,13.548442207435818,19.61220359802246,MEDIUM,2,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,19,38.1408,26.855,5,100.0,74.2,770.9,263.44,HIGH,2,26,OTHER,1,1,1,0.9875,1363.9407114118983,7.158679962158203,LOW,1,FAR,LOW,3,HIGH,"ground: dist>1000m, slope<=10° => score=max(road,slope)=3",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,20,38.1408,26.885,4,88.0,55.5,77.9,40.175,HIGH,2,24,OTHER,1,1,1,0.975,260.3826257941245,21.063709259033203,MEDIUM,2,MID,HIGH,3,HIGH,"ground: 250m<dist<=1000m, slope>20° => score=max(road,slope)=3",3,HIGH,air(v1): slope>20° => score=3 (slope-based; no landing/base data)
11,21,38.1408,26.915,5,100.0,75.4,294.4,160.12,HIGH,2,29,OTHER,1,1,1,0.995,292.24706407669254,19.076526641845703,MEDIUM,2,MID,MEDIUM,2,MEDIUM,"ground: 250m<dist<=1000m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,22,38.1408,26.945,7,100.0,90.714286,224.6,120.928571,HIGH,2,9,OTHER,1,1,1,0.9975,713.220219801279,8.737605094909668,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,23,38.1408,26.975,7,100.0,96.857143,1040.0,403.928571,HIGH,2,29,OTHER,1,1,1,0.9975,121.27223998227272,17.557533264160156,MEDIUM,2,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,24,38.1408,27.005,1,100.0,100.0,100.8,100.8,HIGH,2,29,OTHER,1,1,1,1.0,155.10412901173152,11.66136646270752,HIGH,3,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,25,38.1408,27.035,1,95.0,95.0,53.1,53.1,HIGH,2,29,OTHER,1,1,1,0.9975,36.7634974049972,14.53351879119873,HIGH,3,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,26,38.1408,27.065,2,75.0,70.5,584.9,312.75,LOW,1,24,OTHER,1,0,0,0.03,382.23965332663926,24.10280990600586,MEDIUM,2,MID,HIGH,3,HIGH,"ground: 250m<dist<=1000m, slope>20° => score=max(road,slope)=3",3,HIGH,air(v1): slope>20° => score=3 (slope-based; no landing/base data)
11,27,38.1408,27.095,0,0.0,0.0,0.0,0.0,NO_FIRE,0,21,OTHER,1,0,0,0.0,191.49120298906732,0.0,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,28,38.1408,27.125,0,0.0,0.0,0.0,0.0,NO_FIRE,0,20,OTHER,1,0,0,0.0,815.8880931454572,3.907514572143554,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,29,38.1408,27.155,1,41.0,41.0,4.8,4.8,LOW,1,20,OTHER,1,0,0,0.0,79.726180735214,13.236218452453612,HIGH,3,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,30,38.1408,27.185,2,73.0,63.5,9.4,8.5,LOW,1,29,OTHER,1,0,0,0.0,35.3288421166931,2.8304147720336914,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,31,38.1408,27.215,3,67.0,63.333333,8.6,7.566667,LOW,1,13,OTHER,1,0,0,0.0,744.9423670282549,0.2970883250236511,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,32,38.1408,27.245,1,61.0,61.0,12.2,12.2,LOW,1,13,OTHER,1,0,0,0.0025,487.592962578047,0.2883778810501098,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,33,38.1408,27.275,0,0.0,0.0,0.0,0.0,NO_FIRE,0,29,OTHER,1,0,0,0.0,537.4611781794256,17.565231323242188,LOW,1,MID,MEDIUM,2,MEDIUM,"ground: 250m<dist<=1000m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,34,38.1408,27.305,0,0.0,0.0,0.0,0.0,NO_FIRE,0,25,OTHER,1,0,0,0.0,290.5326479538175,19.17131233215332,MEDIUM,2,MID,MEDIUM,2,MEDIUM,"ground: 250m<dist<=1000m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,35,38.1408,27.335,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,147.43160074334605,0.4801867306232452,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,36,38.1408,27.365,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,31.70131048697688,0.3678655922412872,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,37,38.1408,27.395,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,69.36895210331303,0.5306969881057739,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,38,38.1408,27.425,4,67.0,51.75,17.4,9.825,LOW,1,13,OTHER,1,0,0,0.005,327.45883807460604,0.4464192390441894,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,39,38.1408,27.455,1,52.0,52.0,4.0,4.0,LOW,1,13,OTHER,1,0,0,0.0,633.5222873358839,0.3932145535945892,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,40,38.1408,27.485,2,66.0,62.5,8.1,5.85,LOW,1,13,OTHER,1,0,0,0.0,361.3098320473002,0.6171547770500183,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,41,38.1408,27.515,2,75.0,66.0,13.0,9.1,LOW,1,13,OTHER,1,0,0,0.0125,292.6188265328798,1.1970999240875244,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,42,38.1408,27.545,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,197.3637678863244,0.4703443944454193,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,43,38.1408,27.575,3,74.0,71.0,17.6,14.533333,LOW,1,13,OTHER,1,0,0,0.0125,391.0729064734782,0.5162628889083862,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,44,38.1408,27.605,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,10.92611767467965,0.3178907036781311,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,45,38.1408,27.635,1,81.0,81.0,26.2,26.2,HIGH,2,13,OTHER,1,1,1,0.98,276.9394480138507,0.4452365338802337,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,46,38.1408,27.665,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,39.622983525740224,0.4942814707756042,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,47,38.1408,27.695,2,33.0,31.0,9.5,7.75,LOW,1,13,OTHER,1,0,0,0.0,1285.2790515200777,0.5140590071678162,LOW,1,FAR,LOW,3,HIGH,"ground: dist>1000m, slope<=10° => score=max(road,slope)=3",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,48,38.1408,27.725,1,44.0,44.0,6.8,6.8,LOW,1,13,OTHER,1,0,0,0.0,715.3009157958725,0.6493032574653625,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,49,38.1408,27.755,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,1275.7632979841728,0.3918319940567016,LOW,1,FAR,LOW,3,HIGH,"ground: dist>1000m, slope<=10° => score=max(road,slope)=3",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,50,38.1408,27.785,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,1245.264582097194,0.76820969581604,LOW,1,FAR,LOW,3,HIGH,"ground: dist>1000m, slope<=10° => score=max(road,slope)=3",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,51,38.1408,27.815,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,776.8333455772527,0.5296990275382996,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,52,38.1408,27.845,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,290.59357529015034,0.2767194211483001,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,53,38.1408,27.875,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,46.68003346670182,0.5399635434150696,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,54,38.1408,27.905,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,776.9953613712026,0.8032104969024658,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,55,38.1408,27.935,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,65.79587216340472,2.683109998703003,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,56,38.1408,27.965,0,0.0,0.0,0.0,0.0,NO_FIRE,0,29,OTHER,1,0,0,0.0,387.8089763113773,21.760936737060547,MEDIUM,2,MID,HIGH,3,HIGH,"ground: 250m<dist<=1000m, slope>20° => score=max(road,slope)=3",3,HIGH,air(v1): slope>20° => score=3 (slope-based; no landing/base data)
11,57,38.1408,27.995,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,60.694441138713614,0.850254476070404,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,58,38.1408,28.025,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,98.26254147603296,0.496037483215332,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,59,38.1408,28.055,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,75.07038291284447,1.139008402824402,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,60,38.1408,28.085,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,173.6236948539861,0.1056697517633438,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,61,38.1408,28.115,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,851.2848679043933,0.5478567481040955,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,62,38.1408,28.145,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,306.3244412542076,0.8995670080184937,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,63,38.1408,28.175,3,92.0,77.333333,23.3,15.433333,HIGH,2,21,OTHER,1,1,1,0.935,149.6588385873919,17.211502075195312,MEDIUM,2,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,64,38.1408,28.205,0,0.0,0.0,0.0,0.0,NO_FIRE,0,24,OTHER,1,0,0,0.0,383.5013856100052,22.268299102783203,MEDIUM,2,MID,HIGH,3,HIGH,"ground: 250m<dist<=1000m, slope>20° => score=max(road,slope)=3",3,HIGH,air(v1): slope>20° => score=3 (slope-based; no landing/base data)
11,65,38.1408,28.235,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,277.6618306436415,1.4597008228302002,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,66,38.1408,28.265,0,0.0,0.0,0.0,0.0,NO_FIRE,0,29,OTHER,1,0,0,0.0,200.11717992333337,10.835498809814451,MEDIUM,2,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,67,38.1408,28.295,0,0.0,0.0,0.0,0.0,NO_FIRE,0,21,OTHER,1,0,0,0.0,166.93766875933304,13.3411865234375,HIGH,3,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,68,38.1408,28.325,0,0.0,0.0,0.0,0.0,NO_FIRE,0,20,OTHER,1,0,0,0.0,501.59898639192846,7.874958038330078,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
11,69,38.1408,28.355,0,0.0,0.0,0.0,0.0,NO_FIRE,0,21,OTHER,1,0,0,0.0,598.8386830390255,13.75308895111084,LOW,1,MID,MEDIUM,2,MEDIUM,"ground: 250m<dist<=1000m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
11,70,38.1408,28.385,0,0.0,0.0,0.0,0.0,NO_FIRE,0,21,OTHER,1,0,0,0.0,345.23003556943127,0.7735474109649658,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,8,38.1608,26.525,0,0.0,0.0,0.0,0.0,NO_FIRE,0,28,OTHER,1,0,0,0.0,2415.911836498048,20.62639045715332,LOW,1,FAR,HIGH,3,HIGH,"ground: dist>1000m, slope>20° => score=max(road,slope)=3",3,HIGH,air(v1): slope>20° => score=3 (slope-based; no landing/base data)
12,9,38.1608,26.555,0,0.0,0.0,0.0,0.0,NO_FIRE,0,28,OTHER,1,0,0,0.0,3668.5540109521553,0.8718590140342712,LOW,1,FAR,LOW,3,HIGH,"ground: dist>1000m, slope<=10° => score=max(road,slope)=3",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,10,38.1608,26.585,0,0.0,0.0,0.0,0.0,NO_FIRE,0,28,OTHER,1,0,0,0.0,2055.126192256573,25.82278633117676,LOW,1,FAR,HIGH,3,HIGH,"ground: dist>1000m, slope>20° => score=max(road,slope)=3",3,HIGH,air(v1): slope>20° => score=3 (slope-based; no landing/base data)
12,11,38.1608,26.615,0,0.0,0.0,0.0,0.0,NO_FIRE,0,28,OTHER,1,0,0,0.0,176.83692218837228,6.229647159576416,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,18,38.1608,26.825,2,64.0,32.0,65.9,49.65,LOW,1,11,OTHER,1,0,0,0.0025,12.472893919750824,3.671151638031006,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,19,38.1608,26.855,17,88.0,64.529412,205.6,38.247059,HIGH,2,26,OTHER,1,1,1,1.0,303.1199146412117,3.9544525146484375,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,20,38.1608,26.885,5,97.0,79.2,112.6,66.18,HIGH,2,26,OTHER,1,1,1,1.0,633.4779547414271,9.711524963378906,LOW,1,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,21,38.1608,26.915,0,0.0,0.0,0.0,0.0,NO_FIRE,0,29,OTHER,1,0,0,0.0,1249.0172464635937,6.041160106658936,LOW,1,FAR,LOW,3,HIGH,"ground: dist>1000m, slope<=10° => score=max(road,slope)=3",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,22,38.1608,26.945,6,100.0,76.5,261.7,64.383333,HIGH,2,20,OTHER,1,1,1,1.0,169.8122239717738,2.6716866493225098,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,23,38.1608,26.975,7,100.0,95.714286,346.1,149.4,HIGH,2,24,OTHER,1,1,1,1.0,336.15328268646385,8.586324691772461,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,24,38.1608,27.005,3,100.0,46.333333,88.6,34.833333,HIGH,2,29,OTHER,1,1,1,0.9375,278.54442806367,19.327198028564453,MEDIUM,2,MID,MEDIUM,2,MEDIUM,"ground: 250m<dist<=1000m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
12,25,38.1608,27.035,1,69.0,69.0,6.7,6.7,LOW,1,29,OTHER,1,0,0,0.0,1337.4809727686388,15.944746971130373,LOW,1,FAR,MEDIUM,3,HIGH,"ground: dist>1000m, 10°<slope<=20° => score=max(road,slope)=3",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
12,26,38.1608,27.065,4,100.0,90.75,25.4,20.35,HIGH,2,25,OTHER,1,1,1,0.99,607.5460945706999,31.298133850097656,LOW,1,MID,HIGH,3,HIGH,"ground: 250m<dist<=1000m, slope>20° => score=max(road,slope)=3",3,HIGH,air(v1): slope>20° => score=3 (slope-based; no landing/base data)
12,27,38.1608,27.095,0,0.0,0.0,0.0,0.0,NO_FIRE,0,24,OTHER,1,0,0,0.0,198.31224406767785,14.90115451812744,HIGH,3,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
12,28,38.1608,27.125,0,0.0,0.0,0.0,0.0,NO_FIRE,0,41,OTHER,1,0,0,0.0,1567.2022662934407,0.0,LOW,1,FAR,LOW,3,HIGH,"ground: dist>1000m, slope<=10° => score=max(road,slope)=3",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,29,38.1608,27.155,1,75.0,75.0,15.4,15.4,LOW,1,13,OTHER,1,0,0,0.0025,143.9557888519663,2.802809000015259,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,30,38.1608,27.185,7,77.0,59.285714,16.5,10.628571,LOW,1,13,OTHER,1,0,0,0.01,45.24824148408894,0.0513795129954814,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,31,38.1608,27.215,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,327.11161599314096,0.3274566531181335,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,32,38.1608,27.245,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,41.15252994221167,0.1744669377803802,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,33,38.1608,27.275,0,0.0,0.0,0.0,0.0,NO_FIRE,0,32,OTHER,1,0,0,0.0,72.91818464045183,12.653327941894531,HIGH,3,NEAR,MEDIUM,2,MEDIUM,"ground: dist<=250m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
12,34,38.1608,27.305,0,0.0,0.0,0.0,0.0,NO_FIRE,0,28,OTHER,1,0,0,0.0,925.8845098423776,13.767871856689451,LOW,1,MID,MEDIUM,2,MEDIUM,"ground: 250m<dist<=1000m, 10°<slope<=20° => score=max(road,slope)=2",2,MEDIUM,air(v1): 10°<slope<=20° => score=2 (slope-based; no landing/base data)
12,35,38.1608,27.335,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,324.92439583634115,0.164405807852745,MEDIUM,2,MID,LOW,2,MEDIUM,"ground: 250m<dist<=1000m, slope<=10° => score=max(road,slope)=2",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,36,38.1608,27.365,1,55.0,55.0,8.4,8.4,LOW,1,13,OTHER,1,0,0,0.0,43.28744748694501,1.1584237813949585,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
12,37,38.1608,27.395,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,0,0,0.0,6.859282088196708,0.8444055914878845,HIGH,3,NEAR,LOW,1,LOW,"ground: dist<=250m, slope<=10° => score=max(road,slope)=1",1,LOW,air(v1): slope<=10° => score=1 (slope-based; no landing/base data)
