latitude,longitude,brightness,acq_date,acq_time,satellite,confidence,bright_t31,frp,daynight,label_fire,year,month,day,dayofyear,hour,minute,label
38.6586,27.0758,325.1,2015-02-21,1114,Aqua,84,290.4,24.8,D,1,2015,2,21,52,11,14,1
38.8805,27.0858,347.2,2015-06-15,0922,Terra,81,308.1,54.5,D,1,2015,6,15,166,9,22,1
38.3115,26.641,354.9,2015-07-04,1132,Aqua,97,308.7,70.8,D,1,2015,7,4,185,11,32,1
38.1211,27.7115,319.4,2015-07-13,2051,Terra,98,293.0,76.7,N,1,2015,7,13,194,20,51,1
38.1178,27.7188,318.3,2015-07-13,2051,Terra,97,293.0,71.5,N,1,2015,7,13,194,20,51,1
38.8543,27.0519,363.5,2015-07-15,0935,Terra,87,311.3,190.5,D,1,2015,7,15,196,9,35,1
38.8502,27.0716,334.5,2015-07-15,0935,Terra,84,309.3,48.4,D,1,2015,7,15,196,9,35,1
38.4477,27.2876,332.3,2015-08-31,0852,Terra,81,311.2,27.4,D,1,2015,8,31,243,8,52,1
38.7388,27.0954,354.8,2015-08-31,1956,Terra,100,297.6,117.3,N,1,2015,8,31,243,19,56,1
38.7358,27.0795,315.7,2015-08-31,1956,Terra,92,296.3,20.2,N,1,2015,8,31,243,19,56,1
38.2037,27.6699,335.0,2016-06-08,1107,Aqua,85,309.8,27.8,D,1,2016,6,8,160,11,7,1
38.664,26.4681,333.0,2016-06-08,2033,Terra,100,290.5,47.5,N,1,2016,6,8,160,20,33,1
38.5289,27.065,324.4,2016-06-24,2033,Terra,100,298.7,28.0,N,1,2016,6,24,176,20,33,1
38.1716,26.9725,336.3,2016-08-03,1156,Aqua,83,305.2,93.7,D,1,2016,8,3,216,11,56,1
38.1367,26.9908,334.4,2016-08-03,1944,Terra,100,300.0,100.8,N,1,2016,8,3,216,19,44,1
38.1318,26.9685,319.4,2016-08-03,1944,Terra,98,297.7,44.8,N,1,2016,8,3,216,19,44,1
38.1493,26.9872,310.5,2016-08-03,1944,Terra,80,297.8,21.3,N,1,2016,8,3,216,19,44,1
38.2843,27.2385,312.3,2016-08-03,1944,Terra,84,297.4,25.9,N,1,2016,8,3,216,19,44,1
38.1582,26.9859,316.9,2016-08-03,2356,Aqua,94,297.9,17.6,N,1,2016,8,3,216,23,56,1
38.4443,26.4989,368.1,2016-09-15,1137,Aqua,100,307.3,143.6,D,1,2016,9,15,259,11,37,1
39.1598,27.4141,332.3,2016-10-18,0903,Terra,88,294.6,30.2,D,1,2016,10,18,292,9,3,1
38.145,26.8376,323.5,2016-12-26,2026,Terra,100,277.3,30.0,N,1,2016,12,26,361,20,26,1
38.2099,27.1655,332.8,2017-06-20,0922,Terra,85,305.4,29.1,D,1,2017,6,20,171,9,22,1
38.9616,26.9381,349.4,2017-06-25,0940,Terra,82,306.0,133.0,D,1,2017,6,25,176,9,40,1
38.9565,26.9617,362.7,2017-06-25,0940,Terra,87,306.9,228.9,D,1,2017,6,25,176,9,40,1
38.9613,26.9477,352.0,2017-06-25,1119,Aqua,95,316.1,45.8,D,1,2017,6,25,176,11,19,1
38.1053,27.0354,339.1,2017-07-01,2007,Terra,100,306.1,40.1,N,1,2017,7,1,182,20,7,1
38.1034,27.0231,317.5,2017-07-01,2007,Terra,94,303.2,11.0,N,1,2017,7,1,182,20,7,1
38.1554,27.0661,325.2,2017-07-01,2007,Terra,100,303.5,20.8,N,1,2017,7,1,182,20,7,1
38.1535,27.0541,326.8,2017-07-01,2007,Terra,100,302.5,22.2,N,1,2017,7,1,182,20,7,1
38.1548,27.0601,316.6,2017-07-02,0021,Aqua,93,300.3,13.0,N,1,2017,7,2,183,0,21,1
38.1475,27.0487,353.7,2017-07-02,1125,Aqua,95,323.6,53.1,D,1,2017,7,2,183,11,25,1
38.7451,26.9471,341.0,2017-07-03,0851,Terra,84,311.0,43.5,D,1,2017,7,3,184,8,51,1
37.9901,27.6486,338.3,2017-07-07,1143,Aqua,85,311.5,55.5,D,1,2017,7,7,188,11,43,1
39.3498,27.2685,312.7,2017-07-09,1919,Terra,85,291.0,103.1,N,1,2017,7,9,190,19,19,1
38.4997,27.1369,326.2,2017-07-14,0045,Aqua,100,300.2,67.2,N,1,2017,7,14,195,0,45,1
38.4972,27.1431,312.5,2017-07-14,0045,Aqua,85,299.3,27.5,N,1,2017,7,14,195,0,45,1
38.51,27.1463,314.9,2017-07-14,0045,Aqua,90,299.8,33.1,N,1,2017,7,14,195,0,45,1
38.5156,27.1211,312.5,2017-07-14,0045,Aqua,85,299.0,26.8,N,1,2017,7,14,195,0,45,1
38.2762,27.7827,311.0,2017-07-25,1919,Terra,81,292.8,80.2,N,1,2017,7,25,206,19,19,1
38.2931,27.7761,321.1,2017-07-25,1919,Terra,100,293.0,161.3,N,1,2017,7,25,206,19,19,1
38.2764,27.7785,313.1,2017-07-25,1919,Terra,86,292.9,94.9,N,1,2017,7,25,206,19,19,1
38.2934,27.7722,318.2,2017-07-25,1919,Terra,96,292.6,137.2,N,1,2017,7,25,206,19,19,1
38.3025,27.7765,314.4,2017-07-25,2057,Terra,89,292.8,68.7,N,1,2017,7,25,206,20,57,1
38.2869,27.7797,318.3,2017-07-25,2057,Terra,97,294.4,87.6,N,1,2017,7,25,206,20,57,1
38.2921,27.7848,332.4,2017-07-25,2057,Terra,100,295.3,179.5,N,1,2017,7,25,206,20,57,1
38.293,27.7977,314.3,2017-07-25,2332,Aqua,89,293.6,51.1,N,1,2017,7,25,206,23,32,1
38.3025,27.793,311.2,2017-07-25,2332,Aqua,82,293.1,42.0,N,1,2017,7,25,206,23,32,1
38.2887,27.7819,336.0,2017-07-26,0858,Terra,81,310.8,25.1,D,1,2017,7,26,207,8,58,1
38.287,27.7942,341.0,2017-07-26,0858,Terra,87,312.8,33.2,D,1,2017,7,26,207,8,58,1
38.2978,27.7899,318.9,2017-07-26,2002,Terra,98,295.7,17.6,N,1,2017,7,26,207,20,2,1
38.2955,27.7764,312.0,2017-07-26,2002,Terra,84,294.6,10.6,N,1,2017,7,26,207,20,2,1
38.3136,27.825,336.0,2017-07-26,2002,Terra,100,297.3,42.4,N,1,2017,7,26,207,20,2,1
38.3116,27.8129,364.8,2017-07-26,2002,Terra,100,302.0,117.5,N,1,2017,7,26,207,20,2,1
38.3093,27.8,373.3,2017-07-26,2002,Terra,100,304.0,151.0,N,1,2017,7,26,207,20,2,1
38.3072,27.7871,336.4,2017-07-26,2002,Terra,100,297.1,43.0,N,1,2017,7,26,207,20,2,1
38.323,27.8226,341.6,2017-07-26,2002,Terra,100,299.0,53.4,N,1,2017,7,26,207,20,2,1
38.3209,27.8105,364.0,2017-07-26,2002,Terra,100,299.2,114.7,N,1,2017,7,26,207,20,2,1
38.3187,27.7975,381.1,2017-07-26,2002,Terra,100,298.1,188.0,N,1,2017,7,26,207,20,2,1
38.3151,27.8076,331.6,2017-07-27,0015,Aqua,100,295.4,31.0,N,1,2017,7,27,208,0,15,1
38.3132,27.8194,318.4,2017-07-27,0015,Aqua,96,293.9,15.6,N,1,2017,7,27,208,0,15,1
38.3079,27.7941,313.4,2017-07-27,0015,Aqua,87,293.2,11.5,N,1,2017,7,27,208,0,15,1
38.3241,27.81,319.3,2017-07-27,0015,Aqua,98,292.8,16.7,N,1,2017,7,27,208,0,15,1
38.0572,26.8858,363.6,2017-08-02,0904,Terra,100,306.7,92.7,D,1,2017,8,2,214,9,4,1
38.423,27.2483,318.7,2017-08-11,2002,Terra,97,299.1,16.6,N,1,2017,8,11,223,20,2,1
38.4364,26.5261,335.4,2017-08-19,0021,Aqua,100,299.4,37.0,N,1,2017,8,19,231,0,21,1
38.1638,26.8406,344.0,2017-09-24,0922,Terra,80,304.5,58.0,D,1,2017,9,24,267,9,22,1
38.1232,27.2433,344.1,2017-09-25,1143,Aqua,92,304.0,83.6,D,1,2017,9,25,268,11,43,1
38.1217,27.2323,366.0,2017-09-25,1143,Aqua,100,305.5,192.0,D,1,2017,9,25,268,11,43,1
38.1216,27.2254,342.0,2017-09-25,1143,Aqua,91,304.3,76.0,D,1,2017,9,25,268,11,43,1
38.149,26.8524,368.5,2017-10-17,1107,Aqua,100,307.5,144.0,D,1,2017,10,17,290,11,7,1
38.1588,26.8497,335.7,2017-10-17,1107,Aqua,88,303.9,41.4,D,1,2017,10,17,290,11,7,1
38.5709,27.0661,342.5,2018-06-03,1126,Aqua,89,316.3,30.5,D,1,2018,6,3,154,11,26,1
38.5724,27.0776,339.4,2018-06-03,1126,Aqua,86,315.4,25.1,D,1,2018,6,3,154,11,26,1
38.1597,26.8482,335.1,2018-06-25,0911,Terra,85,306.5,22.9,D,1,2018,6,25,176,9,11,1
38.101,27.3127,332.3,2018-07-15,1202,Aqua,81,303.7,110.3,D,1,2018,7,15,196,12,2,1
38.0858,27.3141,342.1,2018-07-15,1202,Aqua,89,305.8,193.2,D,1,2018,7,15,196,12,2,1
38.0896,27.3209,348.6,2018-07-15,1202,Aqua,94,306.5,261.5,D,1,2018,7,15,196,12,2,1
38.1487,28.1731,334.4,2018-08-07,0853,Terra,83,307.5,23.3,D,1,2018,8,7,219,8,53,1
38.9477,26.9841,315.7,2018-08-12,2015,Terra,92,294.2,12.8,N,1,2018,8,12,224,20,15,1
38.183,26.9506,328.0,2018-09-26,0840,Terra,83,297.0,55.1,D,1,2018,9,26,269,8,40,1
38.8084,27.0463,325.2,2018-10-17,0858,Terra,80,297.2,18.8,D,1,2018,10,17,290,8,58,1
38.1594,26.8478,322.4,2018-11-14,0922,Terra,82,292.4,25.5,D,1,2018,11,14,318,9,22,1
38.2698,26.4415,348.0,2019-08-07,0958,Terra,88,307.7,341.9,D,1,2019,8,7,219,9,58,1
38.2617,26.4361,336.0,2019-08-07,1137,Aqua,82,318.5,23.3,D,1,2019,8,7,219,11,37,1
38.2633,26.4497,354.6,2019-08-07,1137,Aqua,97,320.1,70.3,D,1,2019,8,7,219,11,37,1
38.1047,27.6692,323.7,2019-08-18,0015,Aqua,100,293.1,22.0,N,1,2019,8,18,230,0,15,1
38.1029,27.6808,365.3,2019-08-18,0015,Aqua,100,299.4,105.3,N,1,2019,8,18,230,0,15,1
38.1118,27.6831,317.2,2019-08-18,0015,Aqua,95,293.5,16.0,N,1,2019,8,18,230,0,15,1
38.2282,26.6909,357.1,2019-08-18,1119,Aqua,93,305.9,71.0,D,1,2019,8,18,230,11,19,1
38.2354,26.6773,365.5,2019-08-18,1119,Aqua,100,309.6,95.4,D,1,2019,8,18,230,11,19,1
38.3059,27.0255,352.0,2019-08-18,1119,Aqua,96,310.2,59.3,D,1,2019,8,18,230,11,19,1
38.3076,27.0368,380.2,2019-08-18,1119,Aqua,100,310.4,147.2,D,1,2019,8,18,230,11,19,1
38.2953,27.0163,333.7,2019-08-18,1119,Aqua,83,303.3,26.1,D,1,2019,8,18,230,11,19,1
38.297,27.0276,433.1,2019-08-18,1119,Aqua,100,326.9,512.0,D,1,2019,8,18,230,11,19,1
38.2987,27.0389,420.9,2019-08-18,1119,Aqua,100,315.9,396.7,D,1,2019,8,18,230,11,19,1
38.2371,26.6887,347.1,2019-08-18,1119,Aqua,93,306.7,48.6,D,1,2019,8,18,230,11,19,1
38.2864,27.0184,362.6,2019-08-18,1119,Aqua,100,301.8,86.7,D,1,2019,8,18,230,11,19,1
38.2881,27.0297,376.1,2019-08-18,1119,Aqua,100,303.2,131.7,D,1,2019,8,18,230,11,19,1
38.2264,26.6795,424.3,2019-08-18,1119,Aqua,94,320.8,431.8,D,1,2019,8,18,230,11,19,1
38.2128,26.9735,373.4,2019-08-18,2044,Terra,100,298.8,326.2,N,1,2019,8,18,230,20,44,1
38.2146,26.9952,361.4,2019-08-18,2044,Terra,100,297.0,229.6,N,1,2019,8,18,230,20,44,1
38.2165,27.0181,322.1,2019-08-18,2044,Terra,100,293.4,48.4,N,1,2019,8,18,230,20,44,1
38.1991,26.9549,396.3,2019-08-18,2044,Terra,100,300.2,591.8,N,1,2019,8,18,230,20,44,1
38.2111,26.9524,401.4,2019-08-18,2044,Terra,100,299.0,667.5,N,1,2019,8,18,230,20,44,1
38.2287,27.0165,326.5,2019-08-18,2044,Terra,100,294.7,59.6,N,1,2019,8,18,230,20,44,1
38.2268,26.9939,343.5,2019-08-18,2044,Terra,100,295.6,123.5,N,1,2019,8,18,230,20,44,1
38.2249,26.9714,326.8,2019-08-18,2044,Terra,100,294.2,59.8,N,1,2019,8,18,230,20,44,1
38.2231,26.9497,313.8,2019-08-18,2044,Terra,88,292.9,27.9,N,1,2019,8,18,230,20,44,1
38.2407,27.0137,328.4,2019-08-18,2044,Terra,100,295.4,65.2,N,1,2019,8,18,230,20,44,1
38.2369,26.9683,319.6,2019-08-18,2044,Terra,99,292.3,40.9,N,1,2019,8,18,230,20,44,1
38.2008,26.9765,358.5,2019-08-18,2044,Terra,100,296.8,208.8,N,1,2019,8,18,230,20,44,1
38.2372,26.9987,328.3,2019-08-18,2320,Aqua,100,293.7,248.9,N,1,2019,8,18,230,23,20,1
38.2534,26.9609,345.5,2019-08-18,2320,Aqua,100,294.0,499.9,N,1,2019,8,18,230,23,20,1
38.252,27.0129,343.4,2019-08-18,2320,Aqua,100,294.7,463.7,N,1,2019,8,18,230,23,20,1
38.2538,26.9556,340.5,2019-08-18,2320,Aqua,100,292.9,410.4,N,1,2019,8,18,230,23,20,1
38.252,27.009,345.5,2019-08-18,2320,Aqua,100,295.3,498.2,N,1,2019,8,18,230,23,20,1
38.2341,27.0061,317.1,2019-08-18,2320,Aqua,94,292.4,135.1,N,1,2019,8,18,230,23,20,1
38.2392,26.9437,317.3,2019-08-18,2320,Aqua,95,291.0,135.4,N,1,2019,8,18,230,23,20,1
38.256,26.994,341.2,2019-08-19,0058,Aqua,100,292.6,263.6,N,1,2019,8,19,231,0,58,1
38.2404,26.9908,334.6,2019-08-19,0058,Aqua,100,293.4,197.9,N,1,2019,8,19,231,0,58,1
38.2599,26.9897,329.9,2019-08-19,0058,Aqua,100,291.2,165.5,N,1,2019,8,19,231,0,58,1
38.2443,26.9865,345.8,2019-08-19,0058,Aqua,100,294.3,313.1,N,1,2019,8,19,231,0,58,1
38.2291,26.9819,323.9,2019-08-19,0058,Aqua,100,292.2,122.7,N,1,2019,8,19,231,0,58,1
38.2263,26.9483,405.5,2019-08-19,0845,Terra,100,313.5,552.0,D,1,2019,8,19,231,8,45,1
38.2245,26.9661,388.8,2019-08-19,0845,Terra,100,313.5,359.7,D,1,2019,8,19,231,8,45,1
38.2152,26.9456,375.4,2019-08-19,0845,Terra,100,305.9,249.7,D,1,2019,8,19,231,8,45,1
38.2135,26.9638,384.3,2019-08-19,0845,Terra,100,309.6,318.6,D,1,2019,8,19,231,8,45,1
38.2577,26.9737,356.9,2019-08-19,0845,Terra,98,305.6,135.1,D,1,2019,8,19,231,8,45,1
38.256,26.991,334.4,2019-08-19,0845,Terra,84,307.3,46.1,D,1,2019,8,19,231,8,45,1
38.2485,26.9524,353.1,2019-08-19,0845,Terra,96,300.9,117.6,D,1,2019,8,19,231,8,45,1
38.2117,26.9822,346.0,2019-08-19,0845,Terra,92,306.1,84.0,D,1,2019,8,19,231,8,45,1
38.21,26.9999,374.8,2019-08-19,0845,Terra,100,306.3,241.0,D,1,2019,8,19,231,8,45,1
38.2467,26.9712,333.3,2019-08-19,0845,Terra,83,304.8,44.6,D,1,2019,8,19,231,8,45,1
38.2374,26.9506,370.9,2019-08-19,0845,Terra,100,306.2,217.5,D,1,2019,8,19,231,8,45,1
38.2356,26.9688,347.6,2019-08-19,0845,Terra,93,306.3,91.3,D,1,2019,8,19,231,8,45,1
38.2482,27.0016,339.1,2019-08-19,1202,Aqua,88,306.5,152.8,D,1,2019,8,19,231,12,2,1
38.2461,26.9656,355.8,2019-08-19,1202,Aqua,98,308.0,325.4,D,1,2019,8,19,231,12,2,1
38.2443,26.9343,350.1,2019-08-19,1202,Aqua,95,304.8,260.3,D,1,2019,8,19,231,12,2,1
38.2654,27.0375,340.1,2019-08-19,1202,Aqua,89,304.9,162.2,D,1,2019,8,19,231,12,2,1
38.2803,27.0351,361.6,2019-08-19,1202,Aqua,100,305.7,403.5,D,1,2019,8,19,231,12,2,1
38.2483,27.0347,361.3,2019-08-19,1202,Aqua,100,305.2,394.6,D,1,2019,8,19,231,12,2,1
38.2313,26.9687,339.9,2019-08-19,1202,Aqua,88,303.7,163.8,D,1,2019,8,19,231,12,2,1
38.2505,27.0394,367.3,2019-08-19,1202,Aqua,100,305.7,484.1,D,1,2019,8,19,231,12,2,1
38.2294,26.9357,341.1,2019-08-19,1202,Aqua,84,302.0,174.3,D,1,2019,8,19,231,12,2,1
38.2444,26.9612,357.5,2019-08-19,1202,Aqua,98,308.7,351.2,D,1,2019,8,19,231,12,2,1
38.2428,26.9303,336.8,2019-08-19,1202,Aqua,86,304.8,144.7,D,1,2019,8,19,231,12,2,1
38.2632,27.0326,342.5,2019-08-19,1202,Aqua,90,305.3,185.9,D,1,2019,8,19,231,12,2,1
38.2802,27.0682,331.0,2019-08-19,1202,Aqua,81,304.8,96.6,D,1,2019,8,19,231,12,2,1
38.2781,27.03,356.4,2019-08-19,1202,Aqua,98,305.6,335.9,D,1,2019,8,19,231,12,2,1
38.2014,26.9834,332.9,2019-08-19,1202,Aqua,83,301.4,118.1,D,1,2019,8,19,231,12,2,1
38.2356,27.0421,338.1,2019-08-19,1202,Aqua,87,302.5,145.1,D,1,2019,8,19,231,12,2,1
38.2808,27.0616,323.2,2019-08-19,1949,Terra,100,295.3,44.6,N,1,2019,8,19,231,19,49,1
38.2367,27.0346,310.5,2019-08-20,0003,Aqua,80,294.4,11.0,N,1,2019,8,20,232,0,3,1
38.2477,26.9472,315.5,2019-08-20,0003,Aqua,91,293.9,16.2,N,1,2019,8,20,232,0,3,1
38.251,26.9551,318.8,2019-08-20,0003,Aqua,98,294.2,18.9,N,1,2019,8,20,232,0,3,1
38.2481,27.0565,315.7,2019-08-20,0003,Aqua,92,294.6,14.4,N,1,2019,8,20,232,0,3,1
38.2898,28.1928,345.2,2019-08-25,1125,Aqua,90,312.0,42.4,D,1,2019,8,25,237,11,25,1
38.6213,26.3662,383.5,2019-09-03,2044,Terra,100,299.6,385.9,N,1,2019,9,3,246,20,44,1
38.6229,26.3852,318.5,2019-09-03,2044,Terra,97,294.4,35.8,N,1,2019,9,3,246,20,44,1
38.4781,27.3636,312.8,2019-09-28,0009,Aqua,86,288.4,13.3,N,1,2019,9,28,271,0,9,1
38.655,26.9436,326.7,2019-10-23,1107,Aqua,82,300.8,25.2,D,1,2019,10,23,296,11,7,1
38.6542,26.9491,346.3,2019-10-23,1107,Aqua,94,301.7,64.8,D,1,2019,10,23,296,11,7,1
38.5997,26.9069,326.3,2019-11-02,1144,Aqua,84,294.8,40.0,D,1,2019,11,2,306,11,44,1
38.6261,26.8841,321.2,2020-02-26,0940,Terra,81,289.2,58.4,D,1,2020,2,26,57,9,40,1
38.7914,26.944,311.9,2020-05-23,0021,Aqua,84,285.0,14.9,N,1,2020,5,23,144,0,21,1
38.2823,27.0333,315.9,2020-07-02,2001,Terra,91,297.8,15.7,N,1,2020,7,2,184,20,1,1
38.2726,27.0361,324.7,2020-07-02,2001,Terra,100,299.0,27.4,N,1,2020,7,2,184,20,1,1
38.1439,26.849,363.7,2020-07-31,1144,Aqua,87,319.8,148.0,D,1,2020,7,31,213,11,44,1
38.1455,26.8661,345.2,2020-07-31,1144,Aqua,90,315.6,67.3,D,1,2020,7,31,213,11,44,1
38.1345,26.8677,369.9,2020-07-31,1144,Aqua,94,314.9,187.0,D,1,2020,7,31,213,11,44,1
38.1236,26.8695,343.7,2020-07-31,1144,Aqua,83,311.9,64.0,D,1,2020,7,31,213,11,44,1
38.1326,26.8748,343.6,2020-07-31,1144,Aqua,88,311.6,63.4,D,1,2020,7,31,213,11,44,1
38.738,26.9473,311.4,2020-08-01,2014,Terra,80,299.0,7.0,N,1,2020,8,1,214,20,14,1
38.0366,27.1793,390.5,2020-08-02,1131,Aqua,100,314.6,222.6,D,1,2020,8,2,215,11,31,1
38.0382,27.1924,342.1,2020-08-02,1131,Aqua,86,311.3,39.3,D,1,2020,8,2,215,11,31,1
38.0147,27.1638,383.0,2020-08-02,2056,Terra,100,297.5,827.3,N,1,2020,8,2,215,20,56,1
38.0136,27.137,344.1,2020-08-02,2056,Terra,100,295.6,245.0,N,1,2020,8,2,215,20,56,1
38.0156,27.1706,372.8,2020-08-02,2056,Terra,100,295.4,626.2,N,1,2020,8,2,215,20,56,1
38.0008,27.1736,358.3,2020-08-02,2056,Terra,100,295.9,406.4,N,1,2020,8,2,215,20,56,1
37.9998,27.1658,348.6,2020-08-02,2056,Terra,100,296.6,289.2,N,1,2020,8,2,215,20,56,1
37.9937,27.1636,326.9,2020-08-02,2332,Aqua,100,296.1,113.1,N,1,2020,8,2,215,23,32,1
38.0075,27.1731,310.4,2020-08-02,2332,Aqua,80,294.2,39.4,N,1,2020,8,2,215,23,32,1
38.3961,26.5117,323.3,2020-08-13,2038,Terra,100,299.6,30.0,N,1,2020,8,13,226,20,38,1
38.4069,26.5102,500.0,2020-08-13,2038,Terra,100,328.4,2787.6,N,1,2020,8,13,226,20,38,1
38.43,26.5235,319.7,2020-08-13,2038,Terra,99,296.8,24.1,N,1,2020,8,13,226,20,38,1
38.4316,26.5397,314.4,2020-08-13,2038,Terra,89,296.2,16.5,N,1,2020,8,13,226,20,38,1
38.4192,26.5247,427.8,2020-08-13,2038,Terra,100,312.7,803.6,N,1,2020,8,13,226,20,38,1
38.4208,26.5409,364.8,2020-08-13,2038,Terra,100,300.2,168.4,N,1,2020,8,13,226,20,38,1
38.4084,26.5258,463.6,2020-08-13,2038,Terra,100,323.9,1569.8,N,1,2020,8,13,226,20,38,1
38.3936,26.5105,327.6,2020-08-14,0052,Aqua,100,296.2,94.3,N,1,2020,8,14,227,0,52,1
38.4209,26.5545,346.5,2020-08-14,0052,Aqua,100,295.8,210.2,N,1,2020,8,14,227,0,52,1
38.414,26.5223,336.2,2020-08-14,0052,Aqua,100,296.1,137.7,N,1,2020,8,14,227,0,52,1
38.4078,26.5487,339.4,2020-08-14,0052,Aqua,100,295.7,155.3,N,1,2020,8,14,227,0,52,1
38.4271,26.5527,311.5,2020-08-14,0052,Aqua,83,294.5,36.0,N,1,2020,8,14,227,0,52,1
38.4141,26.5466,352.9,2020-08-14,0052,Aqua,100,296.4,262.0,N,1,2020,8,14,227,0,52,1
38.4075,26.5756,311.8,2020-08-14,0052,Aqua,83,294.2,36.2,N,1,2020,8,14,227,0,52,1
38.4069,26.515,324.8,2020-08-14,0052,Aqua,100,296.1,83.0,N,1,2020,8,14,227,0,52,1
38.401,26.541,349.1,2020-08-14,0052,Aqua,100,296.6,230.2,N,1,2020,8,14,227,0,52,1
38.3875,26.5369,321.8,2020-08-14,0052,Aqua,100,295.7,71.3,N,1,2020,8,14,227,0,52,1
39.2982,27.1004,332.2,2020-08-15,0921,Terra,81,307.8,25.9,D,1,2020,8,15,228,9,21,1
38.1271,27.655,321.4,2020-08-21,1949,Terra,100,294.6,36.9,N,1,2020,8,21,234,19,49,1
38.1307,27.6733,320.8,2020-08-21,1949,Terra,100,294.6,35.6,N,1,2020,8,21,234,19,49,1
38.5373,27.0722,312.5,2020-09-08,2351,Aqua,85,295.1,20.2,N,1,2020,9,8,252,23,51,1
39.1118,27.2869,328.8,2020-10-07,1119,Aqua,80,303.6,16.8,D,1,2020,10,7,281,11,19,1
39.0876,27.4617,323.0,2020-11-10,1107,Aqua,82,292.1,24.1,D,1,2020,11,10,315,11,7,1
38.265,27.1541,345.9,2021-06-27,1125,Aqua,90,315.6,33.9,D,1,2021,6,27,178,11,25,1
38.4861,27.1429,339.9,2021-07-04,1131,Aqua,87,309.1,32.7,D,1,2021,7,4,185,11,31,1
38.2192,27.8196,333.8,2021-07-06,1119,Aqua,82,305.8,19.1,D,1,2021,7,6,187,11,19,1
39.0704,27.2521,331.6,2021-07-14,1208,Aqua,80,303.8,155.6,D,1,2021,7,14,195,12,8,1
38.6421,26.8318,323.7,2021-07-15,2035,Terra,100,299.0,35.0,N,1,2021,7,15,196,20,35,1
38.0976,27.5378,333.3,2021-07-19,0906,Terra,80,311.9,15.1,D,1,2021,7,19,200,9,6,1
38.1348,28.1815,316.1,2021-08-09,0003,Aqua,92,295.2,14.2,N,1,2021,8,9,221,0,3,1
38.6449,27.0868,341.9,2021-08-10,1150,Aqua,88,311.0,86.8,D,1,2021,8,10,222,11,50,1
38.2054,27.1175,336.4,2021-08-14,1125,Aqua,83,311.8,21.8,D,1,2021,8,14,226,11,25,1
38.4446,26.5029,376.3,2021-08-14,1125,Aqua,100,314.3,134.8,D,1,2021,8,14,226,11,25,1
38.8496,27.0364,346.8,2021-09-01,1113,Aqua,92,311.2,44.2,D,1,2021,9,1,244,11,13,1
39.0452,27.0167,327.0,2022-04-03,0848,Terra,84,295.5,25.0,D,1,2022,4,3,93,8,48,1
39.1848,26.8435,322.6,2022-04-13,0925,Terra,82,294.5,35.5,D,1,2022,4,13,103,9,25,1
38.6432,26.4764,329.0,2022-06-18,2014,Terra,100,293.0,30.5,N,1,2022,6,18,169,20,14,1
38.6418,26.4649,323.8,2022-06-18,2014,Terra,100,292.9,24.0,N,1,2022,6,18,169,20,14,1
38.1575,27.4707,312.1,2022-06-27,2008,Terra,84,295.1,10.0,N,1,2022,6,27,178,20,8,1
38.2647,28.0579,348.6,2022-07-03,1140,Aqua,93,313.3,75.0,D,1,2022,7,3,184,11,40,1
38.715,27.0061,335.0,2022-07-06,0857,Terra,82,312.9,19.2,D,1,2022,7,6,187,8,57,1
38.2854,26.4535,335.2,2022-07-13,1037,Aqua,81,302.2,213.3,D,1,2022,7,13,194,10,37,1
38.2697,26.4606,348.0,2022-07-13,1037,Aqua,89,302.1,375.3,D,1,2022,7,13,194,10,37,1
38.2573,26.4586,348.8,2022-07-13,1215,Aqua,89,302.5,378.8,D,1,2022,7,13,194,12,15,1
38.2741,26.4573,375.9,2022-07-13,1215,Aqua,87,305.4,956.3,D,1,2022,7,13,194,12,15,1
38.2651,26.4938,348.7,2022-07-13,1215,Aqua,95,300.4,385.5,D,1,2022,7,13,194,12,15,1
38.2634,26.4498,369.2,2022-07-13,1215,Aqua,94,305.0,782.6,D,1,2022,7,13,194,12,15,1
38.2801,26.4486,341.6,2022-07-13,1215,Aqua,91,303.2,285.5,D,1,2022,7,13,194,12,15,1
38.2332,26.3236,332.0,2022-07-13,2007,Terra,100,294.0,32.1,N,1,2022,7,13,194,20,7,1
38.2522,26.4712,358.9,2022-07-14,0016,Aqua,100,297.3,84.4,N,1,2022,7,14,195,0,16,1
38.2611,26.4732,312.4,2022-07-14,0016,Aqua,85,294.5,11.2,N,1,2022,7,14,195,0,16,1
38.2538,26.4598,313.5,2022-07-14,0016,Aqua,87,293.8,11.8,N,1,2022,7,14,195,0,16,1
39.0638,27.0063,333.0,2022-07-14,1120,Aqua,80,313.6,17.9,D,1,2022,7,14,195,11,20,1
39.0655,27.0179,357.4,2022-07-14,1120,Aqua,98,314.6,65.9,D,1,2022,7,14,195,11,20,1
38.2254,26.9293,369.4,2022-07-22,0857,Terra,100,315.4,100.5,D,1,2022,7,22,203,8,57,1
38.2158,27.3197,339.0,2022-09-17,0849,Terra,87,308.3,31.2,D,1,2022,9,17,260,8,49,1
38.1816,27.3656,329.8,2023-06-01,0852,Terra,82,302.0,22.4,D,1,2023,6,1,152,8,52,1
38.2247,27.3188,325.1,2023-06-01,0852,Terra,80,303.0,15.1,D,1,2023,6,1,152,8,52,1
39.1712,27.4675,330.6,2023-06-10,1131,Aqua,82,308.4,15.3,D,1,2023,6,10,161,11,31,1
