latitude,longitude,brightness,acq_date,acq_time,satellite,confidence,bright_t31,frp,daynight,label_fire,year,month,day,dayofyear,hour,minute,label
38.326,27.2101,359.8,2025-07-04,0135,Aqua,100,297.6,107.3,N,1,2025,7,4,185,1,35,1
38.2331,26.3993,321.1,2025-07-04,0135,Aqua,100,293.9,20.9,N,1,2025,7,4,185,1,35,1
38.2421,26.4018,317.1,2025-07-04,0135,Aqua,94,293.5,16.8,N,1,2025,7,4,185,1,35,1
38.2673,26.4213,320.7,2025-07-04,0135,Aqua,100,294.8,20.3,N,1,2025,7,4,185,1,35,1
38.2694,26.409,339.0,2025-07-04,0135,Aqua,100,295.6,47.2,N,1,2025,7,4,185,1,35,1
38.3449,26.4606,338.0,2025-07-04,0135,Aqua,100,296.3,46.1,N,1,2025,7,4,185,1,35,1
38.2375,27.8963,337.3,2025-07-04,0720,Terra,87,312.1,100.2,D,1,2025,7,4,185,7,20,1
38.2202,26.492,389.3,2025-07-04,1237,Aqua,100,323.5,184.7,D,1,2025,7,4,185,12,37,1
38.2098,26.4826,356.9,2025-07-04,1237,Aqua,85,321.7,61.6,D,1,2025,7,4,185,12,37,1
38.2114,26.4941,389.3,2025-07-04,1237,Aqua,87,321.6,185.8,D,1,2025,7,4,185,12,37,1
38.2186,26.4807,352.5,2025-07-04,1237,Aqua,95,323.0,49.8,D,1,2025,7,4,185,12,37,1
38.2697,26.4219,337.7,2025-07-05,0759,Terra,85,315.4,21.6,D,1,2025,7,5,186,7,59,1
38.8586,27.1365,355.8,2025-07-06,1217,Aqua,97,315.0,67.1,D,1,2025,7,6,187,12,17,1
38.6101,27.1798,375.8,2025-07-09,1235,Aqua,100,325.4,121.6,D,1,2025,7,9,190,12,35,1
38.6116,27.1913,344.0,2025-07-09,1235,Aqua,87,315.7,30.6,D,1,2025,7,9,190,12,35,1
38.6189,27.1779,350.4,2025-07-09,1235,Aqua,93,318.1,43.6,D,1,2025,7,9,190,12,35,1
38.6174,27.1665,349.5,2025-07-09,1235,Aqua,92,320.6,42.1,D,1,2025,7,9,190,12,35,1
38.2824,26.7699,317.0,2025-07-22,1844,Terra,92,301.1,21.7,N,1,2025,7,22,203,18,44,1
38.3608,27.2383,335.0,2025-07-28,1147,Aqua,80,307.9,144.5,D,1,2025,7,28,209,11,47,1
