lat_bin,lon_bin,center_lat,center_lon,fire_count,max_conf,mean_conf,max_frp,mean_frp,risk_class,risk_code,clc_code,lc_group,burnable,target_4class
2,3,37.9608,26.375,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,4,37.9608,26.405,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,5,37.9608,26.435,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,6,37.9608,26.465,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,7,37.9608,26.495,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,8,37.9608,26.525,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,9,37.9608,26.555,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,10,37.9608,26.585,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,11,37.9608,26.615,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,12,37.9608,26.645,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,13,37.9608,26.675,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,14,37.9608,26.705,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,15,37.9608,26.735,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,16,37.9608,26.765,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,17,37.9608,26.795,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,18,37.9608,26.825,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,19,37.9608,26.855,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,20,37.9608,26.885,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,21,37.9608,26.915,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,22,37.9608,26.945,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,23,37.9608,26.975,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,24,37.9608,27.005,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,25,37.9608,27.035,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,26,37.9608,27.065,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,27,37.9608,27.095,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,28,37.9608,27.125,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,29,37.9608,27.155,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,30,37.9608,27.185,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,31,37.9608,27.215,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,32,37.9608,27.245,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,33,37.9608,27.275,3,58.0,37.333333,18.9,10.433333,LOW,1,35,OTHER,1,LOW
2,34,37.9608,27.305,1,52.0,52.0,5.0,5.0,LOW,1,13,OTHER,1,LOW
2,35,37.9608,27.335,0,0.0,0.0,0.0,0.0,NO_FIRE,0,13,OTHER,1,SAFE_BURNABLE
2,36,37.9608,27.365,1,56.0,56.0,4.1,4.1,LOW,1,16,OTHER,1,LOW
2,37,37.9608,27.395,0,0.0,0.0,0.0,0.0,NO_FIRE,0,16,OTHER,1,SAFE_BURNABLE
2,38,37.9608,27.425,0,0.0,0.0,0.0,0.0,NO_FIRE,0,17,OTHER,1,SAFE_BURNABLE
2,39,37.9608,27.455,0,0.0,0.0,0.0,0.0,NO_FIRE,0,21,OTHER,1,SAFE_BURNABLE
2,40,37.9608,27.485,0,0.0,0.0,0.0,0.0,NO_FIRE,0,21,OTHER,1,SAFE_BURNABLE
2,41,37.9608,27.515,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,42,37.9608,27.545,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,43,37.9608,27.575,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,44,37.9608,27.605,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,45,37.9608,27.635,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,46,37.9608,27.665,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,47,37.9608,27.695,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
2,48,37.9608,27.725,0,0.0,0.0,0.0,0.0,NO_FIRE,0,-128,NO_DATA,0,SAFE_UNBURNABLE
