lat_bin,lon_bin,center_lat,center_lon,fire_count,max_conf,mean_conf,max_frp,mean_frp,risk_class,risk_code,clc_code,lc_group,burnable
1,35,37.940800,27.335000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,29,OTHER,1
1,36,37.940800,27.365000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,2,OTHER,1
1,37,37.940800,27.395000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,17,OTHER,1
1,38,37.940800,27.425000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,20,OTHER,1
1,39,37.940800,27.455000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,32,OTHER,1
1,40,37.940800,27.485000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,23,OTHER,1
1,41,37.940800,27.515000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,42,37.940800,27.545000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,43,37.940800,27.575000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,44,37.940800,27.605000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,45,37.940800,27.635000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,46,37.940800,27.665000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,47,37.940800,27.695000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,48,37.940800,27.725000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,49,37.940800,27.755000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,50,37.940800,27.785000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,51,37.940800,27.815000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,52,37.940800,27.845000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,53,37.940800,27.875000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,54,37.940800,27.905000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,55,37.940800,27.935000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,56,37.940800,27.965000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,57,37.940800,27.995000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,58,37.940800,28.025000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,59,37.940800,28.055000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,60,37.940800,28.085000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,61,37.940800,28.115000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,62,37.940800,28.145000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,63,37.940800,28.175000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,64,37.940800,28.205000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,65,37.940800,28.235000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,66,37.940800,28.265000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,67,37.940800,28.295000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,68,37.940800,28.325000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,69,37.940800,28.355000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
1,70,37.940800,28.385000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
2,0,37.960800,26.285000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
2,1,37.960800,26.315000,0,0.000000,0.000000,0.000000,0.000000,NO_FIRE,0,-128,NO_DATA,0
