risk_id,risk_class,center_lat,center_lon,station_id,station_name,station_lat,station_lon,distance_km
271,HIGH,38.3008,27.215,35,Kısıkköy İtfaiye Müdürlüğü,38.2751599,27.1971095,3.2506
272,HIGH,38.3008,27.245,35,Kısıkköy İtfaiye Müdürlüğü,38.2751599,27.1971095,5.0595
273,HIGH,38.3008,27.785,4,Bayındır İtfaiye Grubu,38.2187664,27.6415279,15.496
274,HIGH,38.3008,27.815,40,Ödemiş İtfaiyesi,38.2203779,27.9772609,16.7534
275,HIGH,38.3008,27.875,40,Ödemiş İtfaiyesi,38.2203779,27.9772609,12.6367
276,HIGH,38.3008,27.905,40,Ödemiş İtfaiyesi,38.2203779,27.9772609,10.9441
277,HIGH,38.3208,26.435,24,Ilıca İtfaiye Grubu,38.305354,26.361923,6.6031
278,HIGH,38.3208,26.465,24,Ilıca İtfaiye Grubu,38.305354,26.361923,9.1557
279,HIGH,38.3208,26.495,24,Ilıca İtfaiye Grubu,38.305354,26.361923,11.737
280,HIGH,38.3208,26.615,47,Urla İtfaiye Grubu,38.3274799,26.7704619,13.5819
281,HIGH,38.3208,26.645,47,Urla İtfaiye Grubu,38.3274799,26.7704619,10.9697
282,LOW,38.3208,26.795,47,Urla İtfaiye Grubu,38.3274799,26.7704619,2.2658
283,LOW,38.3208,26.975,39,Narlıdere İtfaiye,38.3937204,27.016462,8.8778
284,HIGH,38.3208,27.185,1,6. Sanayi Sitesi İtfaiye Grubu,38.3458537,27.1398491,4.8239
285,HIGH,38.3208,27.215,35,Kısıkköy İtfaiye Müdürlüğü,38.2751599,27.1971095,5.3097
286,HIGH,38.3208,27.245,34,Kırklar İtfaiye Grubu,38.3092428,27.305661,5.4462
287,HIGH,38.3208,27.785,4,Bayındır İtfaiye Grubu,38.2187664,27.6415279,16.8997
288,HIGH,38.3208,27.815,40,Ödemiş İtfaiyesi,38.2203779,27.9772609,18.0372
289,LOW,38.3208,27.845,40,Ödemiş İtfaiyesi,38.2203779,27.9772609,16.0625
290,HIGH,38.3208,27.905,40,Ödemiş İtfaiyesi,38.2203779,27.9772609,12.8251
291,HIGH,38.3408,26.435,24,Ilıca İtfaiye Grubu,38.305354,26.361923,7.4949
292,HIGH,38.3408,26.465,24,Ilıca İtfaiye Grubu,38.305354,26.361923,9.8178
293,HIGH,38.3408,26.495,24,Ilıca İtfaiye Grubu,38.305354,26.361923,12.2599
294,HIGH,38.3408,26.525,24,Ilıca İtfaiye Grubu,38.305354,26.361923,14.762
295,LOW,38.3408,26.765,47,Urla İtfaiye Grubu,38.3274799,26.7704619,1.5559
296,HIGH,38.3408,26.885,22,Güzelbahçe İtfaiye Grubu,38.3674545,26.8845373,2.9641
297,HIGH,38.3408,27.095,1,6. Sanayi Sitesi İtfaiye Grubu,38.3458537,27.1398491,3.9515
298,HIGH,38.3408,27.125,1,6. Sanayi Sitesi İtfaiye Grubu,38.3458537,27.1398491,1.4117
299,HIGH,38.3408,27.155,1,6. Sanayi Sitesi İtfaiye Grubu,38.3458537,27.1398491,1.4359
300,HIGH,38.3408,27.185,1,6. Sanayi Sitesi İtfaiye Grubu,38.3458537,27.1398491,3.9776
301,HIGH,38.3408,27.215,1,6. Sanayi Sitesi İtfaiye Grubu,38.3458537,27.1398491,6.578
302,LOW,38.3408,27.245,34,Kırklar İtfaiye Grubu,38.3092428,27.305661,6.3494
303,LOW,38.3408,27.425,34,Kırklar İtfaiye Grubu,38.3092428,27.305661,10.9858
304,LOW,38.3408,27.575,4,Bayındır İtfaiye Grubu,38.2187664,27.6415279,14.7599
305,LOW,38.3408,27.815,40,Ödemiş İtfaiyesi,38.2203779,27.9772609,19.4909
306,HIGH,38.3608,26.465,24,Ilıca İtfaiye Grubu,38.305354,26.361923,10.9016
307,HIGH,38.3608,26.495,24,Ilıca İtfaiye Grubu,38.305354,26.361923,13.1432
308,HIGH,38.3608,26.525,24,Ilıca İtfaiye Grubu,38.305354,26.361923,15.5028
309,HIGH,38.3608,26.735,47,Urla İtfaiye Grubu,38.3274799,26.7704619,4.8261
310,LOW,38.3608,26.765,47,Urla İtfaiye Grubu,38.3274799,26.7704619,3.7355
311,LOW,38.3608,27.065,3,Balçova İtfaiye Grubu,38.3904733,27.0485545,3.5975
312,LOW,38.3608,27.095,1,6. Sanayi Sitesi İtfaiye Grubu,38.3458537,27.1398491,4.2493
313,LOW,38.3608,27.125,1,6. Sanayi Sitesi İtfaiye Grubu,38.3458537,27.1398491,2.1068
314,LOW,38.3608,27.185,17,Evka-1 İtfaiye Grubu,38.3970338,27.1688458,4.268
315,LOW,38.3608,27.215,46,Toros İtfaiyesi (Buca),38.4055253,27.1917275,5.371
316,HIGH,38.3608,27.245,46,Toros İtfaiyesi (Buca),38.4055253,27.1917275,6.804
317,HIGH,38.3808,26.495,24,Ilıca İtfaiye Grubu,38.305354,26.361923,14.3204
318,HIGH,38.3808,26.525,24,Ilıca İtfaiye Grubu,38.305354,26.361923,16.5121
319,LOW,38.3808,27.215,46,Toros İtfaiyesi (Buca),38.4055253,27.1917275,3.4165
320,LOW,38.3808,27.305,25,Pınarbaşı İtfaiye Grubu,38.4304819,27.2396074,7.9364
321,LOW,38.3808,28.115,8,Birgi İtfaiye Grubu,38.2530136,28.0658716,14.8416
322,HIGH,38.4008,26.525,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,14.9944
323,HIGH,38.4008,26.555,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,13.7885
324,HIGH,38.4008,26.585,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,13.0023
325,LOW,38.4008,27.035,3,Balçova İtfaiye Grubu,38.3904733,27.0485545,1.6474
326,LOW,38.4008,27.185,46,Toros İtfaiyesi (Buca),38.4055253,27.1917275,0.7872
327,HIGH,38.4208,26.525,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,13.161
328,HIGH,38.4208,26.555,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,11.7692
329,LOW,38.4208,27.185,10,Çamdibi İtfaiye Grubu,38.4257671,27.1829293,0.581
330,HIGH,38.4208,27.245,25,Pınarbaşı İtfaiye Grubu,38.4304819,27.2396074,1.1746
331,LOW,38.4208,27.425,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,6.4388
332,LOW,38.4208,27.545,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,16.0677
333,HIGH,38.4408,26.525,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,11.4667
334,HIGH,38.4408,26.555,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,9.8385
335,HIGH,38.4408,27.275,25,Pınarbaşı İtfaiye Grubu,38.4304819,27.2396074,3.2893
336,LOW,38.4408,27.305,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,5.5604
337,LOW,38.4408,27.365,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,1.6542
338,LOW,38.4408,27.425,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,5.3998
339,LOW,38.4408,27.485,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,10.4968
340,LOW,38.4408,27.665,4,Bayındır İtfaiye Grubu,38.2187664,27.6415279,24.7738
341,HIGH,38.4608,26.495,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,12.1641
342,HIGH,38.4608,26.525,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,9.9825
343,LOW,38.4608,27.275,9,Bornova İtfaiye Müdürlüğü,38.4609301,27.2277298,4.1158
344,LOW,38.4608,27.335,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,2.7564
345,LOW,38.4608,27.365,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,0.578
346,LOW,38.4608,27.395,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,2.5919
347,LOW,38.4608,27.455,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,7.7734
348,LOW,38.4608,27.485,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,10.3803
349,LOW,38.4808,26.555,38,Mordoğan İtfaiye Grubu,38.5151347,26.6163012,6.5601
350,LOW,38.4808,27.035,14,Çiğli İtfaiye Grubu,38.4919078,27.0411853,1.3474
351,HIGH,38.4808,27.125,31,Karşıyaka İtfaiyesi,38.4665598,27.134702,1.7946
352,HIGH,38.4808,27.155,31,Karşıyaka İtfaiyesi,38.4665598,27.134702,2.3727
353,HIGH,38.4808,27.305,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,5.9991
354,HIGH,38.4808,27.335,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,3.8839
355,HIGH,38.4808,27.365,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,2.797
356,LOW,38.5008,27.035,14,Çiğli İtfaiye Grubu,38.4919078,27.0411853,1.1258
357,HIGH,38.5008,27.095,15,Bostanlı İtfaiye Grubu,38.4872748,27.0748223,2.312
358,HIGH,38.5008,27.125,31,Karşıyaka İtfaiyesi,38.4665598,27.134702,3.8999
359,HIGH,38.5008,27.155,31,Karşıyaka İtfaiyesi,38.4665598,27.134702,4.1973
360,HIGH,38.5008,27.185,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,2.9012
361,LOW,38.5008,27.215,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,1.4227
362,HIGH,38.5008,27.305,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,7.3049
363,HIGH,38.5008,27.335,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,5.6977
364,LOW,38.5208,26.975,14,Çiğli İtfaiye Grubu,38.4919078,27.0411853,6.5946
365,LOW,38.5208,27.035,14,Çiğli İtfaiye Grubu,38.4919078,27.0411853,3.2574
366,HIGH,38.5208,27.065,14,Çiğli İtfaiye Grubu,38.4919078,27.0411853,3.823
367,HIGH,38.5208,27.095,15,Bostanlı İtfaiye Grubu,38.4872748,27.0748223,4.1206
368,HIGH,38.5208,27.125,15,Bostanlı İtfaiye Grubu,38.4872748,27.0748223,5.7412
369,HIGH,38.5208,27.155,31,Karşıyaka İtfaiyesi,38.4665598,27.134702,6.2846
370,HIGH,38.5208,27.185,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,4.4361
371,LOW,38.5208,27.215,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,3.6452
372,LOW,38.5208,27.245,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,4.5305
373,LOW,38.5208,27.275,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,6.4338
374,LOW,38.5208,27.365,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,7.2441
375,LOW,38.5208,27.515,32,Kemalpaşa OSB İtfaiye,38.455657,27.365967,14.8568
376,LOW,38.5408,27.035,14,Çiğli İtfaiye Grubu,38.4919078,27.0411853,5.4631
377,HIGH,38.5408,27.065,14,Çiğli İtfaiye Grubu,38.4919078,27.0411853,5.818
378,HIGH,38.5408,27.155,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,7.8005
379,HIGH,38.5408,27.185,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,6.39
380,HIGH,38.5408,27.275,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,7.9082
381,LOW,38.5408,27.305,18,Evka-4 İtfaiye Grubu,38.4880259,27.214068,9.8503
382,LOW,38.5608,26.915,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,5.9527
383,LOW,38.5608,26.975,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,3.0905
384,LOW,38.5608,27.065,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,5.7003
385,HIGH,38.5608,27.095,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,5.9058
386,HIGH,38.5608,27.125,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,7.1317
387,LOW,38.5808,26.885,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,7.7444
388,LOW,38.5808,26.945,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,2.627
389,LOW,38.5808,26.975,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,0.8733
390,LOW,38.5808,27.035,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,4.8556
391,HIGH,38.5808,27.065,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,3.5166
392,HIGH,38.5808,27.095,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,3.8406
393,LOW,38.6008,26.825,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,9.498
394,LOW,38.6008,26.855,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,10.3916
395,LOW,38.6008,26.885,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,7.8142
396,HIGH,38.6008,26.915,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,5.2664
397,LOW,38.6008,27.005,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,3.0535
398,LOW,38.6008,27.065,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,1.4597
399,HIGH,38.6008,27.185,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,9.6545
400,HIGH,38.6208,26.375,30,Karaburun İtfaiye Grubu,38.6365002,26.5106161,11.9091
401,LOW,38.6208,26.795,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,6.1458
402,LOW,38.6208,26.825,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,7.9227
403,HIGH,38.6208,26.885,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,8.4876
404,LOW,38.6208,26.915,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,6.2227
405,LOW,38.6208,26.945,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,4.3583
406,LOW,38.6208,27.005,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,4.5073
407,HIGH,38.6208,27.155,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,7.0495
408,HIGH,38.6208,27.185,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,9.6353
409,LOW,38.6208,27.215,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,12.2299
410,LOW,38.6408,26.375,30,Karaburun İtfaiye Grubu,38.6365002,26.5106161,11.7885
411,HIGH,38.6408,26.465,30,Karaburun İtfaiye Grubu,38.6365002,26.5106161,3.9907
412,LOW,38.6408,26.495,30,Karaburun İtfaiye Grubu,38.6365002,26.5106161,1.4381
413,LOW,38.6408,26.765,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,2.968
414,HIGH,38.6408,26.795,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,4.4974
415,HIGH,38.6408,26.825,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,6.7244
416,LOW,38.6408,26.885,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,9.6389
417,LOW,38.6408,26.975,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,5.809
418,LOW,38.6408,27.005,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,6.4187
419,LOW,38.6408,27.065,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,3.3665
420,HIGH,38.6408,27.095,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,3.7034
421,LOW,38.6408,27.185,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,10.1174
422,LOW,38.6408,27.215,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,12.6125
423,HIGH,38.6608,26.465,30,Karaburun İtfaiye Grubu,38.6365002,26.5106161,4.7952
424,LOW,38.6608,26.795,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,3.546
425,LOW,38.6608,26.825,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,6.1285
426,LOW,38.6608,26.855,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,8.7242
427,LOW,38.6608,26.885,48,Yenifoça İtfaiye,38.7440082,26.8432607,9.936
428,LOW,38.6608,26.915,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,9.5063
429,HIGH,38.6608,26.945,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,8.4056
430,LOW,38.6608,26.975,43,Seyrek İtfaiye Grubu,38.5885704,26.9735422,8.0326
431,HIGH,38.6608,27.065,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,5.5472
432,LOW,38.6608,27.095,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,5.7579
433,LOW,38.6608,27.155,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,8.8687
434,LOW,38.6608,27.185,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,11.0351
435,LOW,38.6808,26.855,48,Yenifoça İtfaiye,38.7440082,26.8432607,7.1019
436,LOW,38.6808,26.885,48,Yenifoça İtfaiye,38.7440082,26.8432607,7.9066
437,HIGH,38.6808,26.915,48,Yenifoça İtfaiye,38.7440082,26.8432607,9.3884
438,LOW,38.6808,27.185,37,Menemen İtfaiye Grubu,38.6114959,27.0747393,12.2914
439,LOW,38.7008,26.795,19,Foça İtfaiye Müdürlüğü,38.6662662,26.754763,5.1907
440,HIGH,38.7008,26.825,48,Yenifoça İtfaiye,38.7440082,26.8432607,5.059
441,HIGH,38.7008,26.915,48,Yenifoça İtfaiye,38.7440082,26.8432607,7.8623
442,HIGH,38.7008,26.945,48,Yenifoça İtfaiye,38.7440082,26.8432607,10.0491
443,HIGH,38.7008,26.975,48,Yenifoça İtfaiye,38.7440082,26.8432607,12.3976
444,LOW,38.7208,26.885,48,Yenifoça İtfaiye,38.7440082,26.8432607,4.4461
445,HIGH,38.7208,26.915,48,Yenifoça İtfaiye,38.7440082,26.8432607,6.7366
446,HIGH,38.7208,26.945,48,Yenifoça İtfaiye,38.7440082,26.8432607,9.1945
447,HIGH,38.7208,26.975,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,11.5613
448,HIGH,38.7208,27.005,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,10.3143
449,LOW,38.7408,26.825,48,Yenifoça İtfaiye,38.7440082,26.8432607,1.6234
450,LOW,38.7408,26.915,48,Yenifoça İtfaiye,38.7440082,26.8432607,6.2321
451,HIGH,38.7408,26.945,48,Yenifoça İtfaiye,38.7440082,26.8432607,8.8309
452,HIGH,38.7408,27.065,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,7.4143
453,HIGH,38.7408,27.095,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,8.2632
454,LOW,38.7808,26.945,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,9.5785
455,LOW,38.7808,27.005,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,4.8695
456,HIGH,38.8008,26.915,48,Yenifoça İtfaiye,38.7440082,26.8432607,8.8633
457,HIGH,38.8008,26.945,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,9.1626
458,HIGH,38.8008,27.005,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,3.9922
459,HIGH,38.8008,27.035,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,1.4844
460,LOW,38.8208,27.035,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,2.0795
461,HIGH,38.8208,27.065,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,2.0264
462,HIGH,38.8208,27.095,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,4.1714
463,HIGH,38.8408,27.035,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,4.0418
464,HIGH,38.8408,27.065,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,4.0148
465,HIGH,38.8408,27.095,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,5.423
466,HIGH,38.8608,27.065,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,6.1662
467,HIGH,38.8608,27.125,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,8.8375
468,HIGH,38.8808,27.095,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,9.116
469,HIGH,38.8808,27.125,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,10.4826
470,HIGH,38.8808,27.155,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,12.2544
471,LOW,38.9008,27.095,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,11.1707
472,LOW,38.9008,27.125,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,12.311
473,LOW,38.9008,27.155,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,13.8504
474,LOW,38.9208,27.125,2,Alosbi İtfaiye İstasyonu,38.8065108,27.0504836,14.2523
475,LOW,38.9408,26.855,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,7.2414
476,LOW,38.9408,26.915,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,2.0523
477,LOW,38.9408,26.945,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,0.5427
478,HIGH,38.9408,26.975,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,3.1371
479,LOW,38.9408,27.125,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,16.1101
480,HIGH,38.9608,26.945,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,2.305
481,HIGH,38.9608,26.975,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,3.8545
482,LOW,38.9608,27.005,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,6.1531
483,LOW,38.9808,26.975,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,5.4557
484,LOW,38.9808,27.005,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,7.2637
485,LOW,38.9808,27.125,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,15.3192
486,HIGH,39.0008,26.975,11,Çandarlı İtfaiye Müdürlüğü,38.9406527,26.9387285,7.3867
487,LOW,39.0008,27.125,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,13.2968
488,LOW,39.0008,27.155,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,12.3592
489,LOW,39.0208,26.915,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,6.5693
490,LOW,39.0208,26.945,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,7.6205
491,LOW,39.0408,26.915,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,4.4433
492,LOW,39.0408,26.945,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,5.8868
493,LOW,39.0408,26.975,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,7.9364
494,HIGH,39.0408,27.005,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,10.234
495,LOW,39.0408,27.035,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,12.6453
496,LOW,39.0408,27.185,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,7.4877
497,LOW,39.0408,27.245,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,8.6631
498,LOW,39.0408,27.305,33,Kınık İtfaiye,39.0883214,27.3742711,7.9806
499,LOW,39.0608,26.975,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,7.0323
500,HIGH,39.0608,27.005,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,9.5494
501,LOW,39.0608,27.095,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,9.9991
502,HIGH,39.0608,27.155,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,6.2051
503,LOW,39.0608,27.215,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,5.5374
504,HIGH,39.0608,27.245,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,6.8452
505,HIGH,39.0608,27.275,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,8.7441
506,LOW,39.0608,27.305,33,Kınık İtfaiye,39.0883214,27.3742711,6.7173
507,LOW,39.0808,26.915,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,1.6103
508,LOW,39.0808,27.005,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,9.3561
509,LOW,39.0808,27.035,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,11.9446
510,LOW,39.0808,27.065,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,11.5111
511,LOW,39.0808,27.155,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,4.4949
512,LOW,39.0808,27.245,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,5.3437
513,LOW,39.0808,27.275,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,7.6256
514,LOW,39.0808,27.425,33,Kınık İtfaiye,39.0883214,27.3742711,4.4576
515,HIGH,39.0808,27.455,33,Kınık İtfaiye,39.0883214,27.3742711,7.0178
516,LOW,39.0808,27.485,33,Kınık İtfaiye,39.0883214,27.3742711,9.5937
517,LOW,39.1008,27.215,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,1.9901
518,LOW,39.1008,27.245,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,4.4883
519,LOW,39.1008,27.425,33,Kınık İtfaiye,39.0883214,27.3742711,4.5925
520,LOW,39.1008,27.455,33,Kınık İtfaiye,39.0883214,27.3742711,7.1037
521,LOW,39.1008,27.485,33,Kınık İtfaiye,39.0883214,27.3742711,9.656
522,LOW,39.1208,26.915,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,5.0009
523,LOW,39.1208,27.035,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,12.8457
524,LOW,39.1208,27.185,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,1.6322
525,LOW,39.1208,27.215,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,2.3337
526,LOW,39.1208,27.245,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,4.6504
527,HIGH,39.1208,27.275,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,7.1557
528,LOW,39.1208,27.305,33,Kınık İtfaiye,39.0883214,27.3742711,6.9835
529,LOW,39.1208,27.365,33,Kınık İtfaiye,39.0883214,27.3742711,3.699
530,LOW,39.1208,27.425,33,Kınık İtfaiye,39.0883214,27.3742711,5.6748
531,LOW,39.1208,27.455,33,Kınık İtfaiye,39.0883214,27.3742711,7.8464
532,LOW,39.1408,26.885,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,7.0401
533,LOW,39.1408,27.245,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,5.7445
534,LOW,39.1408,27.275,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,7.91
535,LOW,39.1408,27.335,33,Kınık İtfaiye,39.0883214,27.3742711,6.7476
536,LOW,39.1408,27.365,33,Kınık İtfaiye,39.0883214,27.3742711,5.8899
537,LOW,39.1408,27.395,33,Kınık İtfaiye,39.0883214,27.3742711,6.1032
538,LOW,39.1408,27.425,33,Kınık İtfaiye,39.0883214,27.3742711,7.2943
539,LOW,39.1608,27.275,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,9.1556
540,HIGH,39.1608,27.425,33,Kınık İtfaiye,39.0883214,27.3742711,9.1707
541,LOW,39.1808,26.825,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,12.9817
542,HIGH,39.1808,26.855,16,Dikili İtfaiye Müdürlüğü,39.0781367,26.8966623,11.9679
543,HIGH,39.1808,27.455,33,Kınık İtfaiye,39.0883214,27.3742711,12.4187
544,LOW,39.2008,27.365,33,Kınık İtfaiye,39.0883214,27.3742711,12.5326
545,LOW,39.2408,27.155,6,Bergama OSB İtfaiye Grubu,39.1077938,27.1937707,15.1625
