center_lat,center_lon,burnable,lc_group,clc_code,fire_prob,high_given_fire_prob,high_risk_score,predicted_risk
38.1808,26.585,1,OTHER,28,0.799504797707686,0.21499086335652318,0.17188622671685783,LOW_RISK
38.1808,26.615,1,OTHER,24,0.8888138260444628,0.11029738488467056,0.09803384066204274,LOW_RISK
38.1808,26.645,0,NO_DATA,-128,0.059726708624036735,0.15443218254423152,0.009223725968993369,SAFE_UNBURNABLE
38.1808,26.675,0,NO_DATA,-128,0.05776758376038644,0.15364283718906913,0.008875575466502967,SAFE_UNBURNABLE
38.1808,26.705,0,NO_DATA,-128,0.055868902791256315,0.15285679705075506,0.00853994153541143,SAFE_UNBURNABLE
38.1808,26.735,0,NO_DATA,-128,0.054029048478734625,0.15207405574333255,0.008216416530114306,SAFE_UNBURNABLE
38.1808,26.765,0,NO_DATA,-128,0.05224643067333854,0.15129460681379825,0.007904603186147123,SAFE_UNBURNABLE
38.1808,26.795,1,OTHER,16,0.8982722308528861,0.09907927371420577,0.08900016023054334,LOW_RISK
38.1808,26.825,1,OTHER,16,0.8949884002879324,0.09853988121003687,0.08819205064873378,LOW_RISK
38.1808,26.855,1,OTHER,20,0.8469643297128608,0.9999980371520885,0.8469626672506951,HIGH_RISK
38.1808,26.885,1,OTHER,28,0.7366973495201034,0.3012869481304934,0.22195729613273535,LOW_RISK
38.1808,26.915,1,OTHER,24,0.8486886247778086,0.4724158924226757,0.4009339940633818,HIGH_RISK
38.1808,26.945,1,OTHER,21,0.8215865519210429,0.46488277079533125,0.3819414327052367,HIGH_RISK
38.1808,26.975,1,OTHER,9,0.9165982806507724,0.9999998975081921,0.9165981867069575,HIGH_RISK
38.1808,27.005,1,OTHER,24,0.834526550802644,1.0,0.834526550802644,HIGH_RISK
38.1808,27.035,1,OTHER,24,0.8295753791023489,0.1022462735583688,0.08482099114898627,LOW_RISK
38.1808,27.065,1,OTHER,28,0.6934451623146359,0.25455681203540803,0.1765211898401898,LOW_RISK
38.1808,27.095,1,OTHER,29,0.7845781232820066,0.5100363050108203,0.4001633269910785,HIGH_RISK
38.1808,27.125,1,OTHER,13,0.8836654648226208,0.08762793491405552,0.07743377983727523,LOW_RISK
38.1808,27.155,1,OTHER,13,0.8799731231633567,0.08714485384394555,0.07668512920467102,LOW_RISK
38.1808,27.185,1,OTHER,12,0.8599206345977132,0.06552413042442407,0.05634555181603407,LOW_RISK
38.1808,27.215,1,OTHER,13,0.8722844261474064,0.1288936863730884,0.11243195525197319,LOW_RISK
38.1808,27.245,1,OTHER,13,0.8682847039975881,0.08571003483972472,0.07442071223043334,LOW_RISK
38.1808,27.275,1,OTHER,13,0.8641792248812864,0.15491538105673142,0.13387465392379527,LOW_RISK
38.1808,27.305,1,OTHER,13,0.859966418393175,0.12103954113497639,0.10408994067379902,LOW_RISK
38.1808,27.335,1,OTHER,13,0.8556447692031729,0.08429665825544175,0.07212799469757619,LOW_RISK
38.1808,27.365,1,OTHER,3,0.9351808112199584,0.9791210008920017,0.9156551718966798,HIGH_RISK
38.1808,27.395,1,OTHER,29,0.7187396897163609,0.30643385533420997,0.2202461741014983,LOW_RISK
38.1808,27.425,1,OTHER,29,0.7115216316224434,0.2513861487689316,0.17886668273935252,LOW_RISK
38.1808,27.455,1,OTHER,29,0.704194571762285,0.2502479067704261,0.1762232175426084,LOW_RISK
38.1808,27.485,1,OTHER,13,0.8323554434806816,0.0819880045775464,0.06824316191023978,LOW_RISK
38.1808,27.515,1,OTHER,13,0.8273527489633818,0.08153323716577499,0.06745674790098731,LOW_RISK
38.1808,27.545,1,OTHER,20,0.7101330669065123,0.12968366484786675,0.09209265864609188,LOW_RISK
38.1808,27.575,1,OTHER,20,0.7027854709977887,0.5225766353432687,0.36725926680215876,HIGH_RISK
38.1808,27.605,1,OTHER,20,0.6953315330314846,0.1283224290908509,0.08922663134206534,LOW_RISK
38.1808,27.635,1,OTHER,20,0.6877737070172015,0.12764639171350334,0.08779183201616599,LOW_RISK
38.1808,27.665,1,OTHER,20,0.6801146480188408,0.12697339708958877,0.08635646726934217,LOW_RISK
38.1808,27.695,1,OTHER,20,0.6723572114265431,0.12630343698648216,0.08492102668581926,LOW_RISK
38.1808,27.725,1,OTHER,20,0.6645044514769151,0.1256365031347898,0.08348601560106121,LOW_RISK
38.1808,27.755,1,OTHER,13,0.7830479020227361,0.07797711840043975,0.06105981896924284,LOW_RISK
38.1808,27.785,1,OTHER,29,0.6171787890901247,0.23795526413725965,0.1468609417778547,LOW_RISK
38.1808,27.815,1,OTHER,21,0.6223603974497726,0.0969030397643913,0.060308614341857684,LOW_RISK
38.1808,27.845,1,OTHER,13,0.7644473198099976,0.07668056448601135,0.058618252002849064,LOW_RISK
38.1808,27.875,1,OTHER,13,0.7580073286934652,0.07625279085013459,0.05780017429773202,LOW_RISK
38.1808,27.905,1,OTHER,13,0.751448515552865,0.07582720762961426,0.05698024261179251,LOW_RISK
38.1808,27.935,1,OTHER,13,0.7447717920069963,0.07540380579145844,0.05615862756345203,LOW_RISK
38.1808,27.965,1,OTHER,13,0.7379782533797743,0.07498257631540683,0.05533551070315957,LOW_RISK
38.1808,27.995,1,OTHER,13,0.7310691828184142,0.07456351019422147,0.054511084465761986,LOW_RISK
38.1808,28.025,1,OTHER,13,0.7240460549324972,0.07414659843397386,0.05368555208278285,LOW_RISK
38.1808,28.055,1,OTHER,21,0.5538196080033332,0.0927442496554246,0.051363583988730525,LOW_RISK
38.1808,28.085,1,OTHER,20,0.5642030690833187,0.2319908689602761,0.1308899602666938,LOW_RISK
38.1808,28.115,1,OTHER,20,0.5554719459935925,0.11723792713086945,0.06512237952763905,LOW_RISK
38.1808,28.145,1,OTHER,26,0.7041721984289363,0.09358751819924926,0.06590172843587344,LOW_RISK
38.1808,28.175,1,OTHER,29,0.5042405822153222,0.3529426400021899,0.1779680022833171,LOW_RISK
38.1808,28.205,1,OTHER,20,0.5290936437475949,0.11537025305150683,0.06104166756710383,LOW_RISK
38.1808,28.235,1,OTHER,24,0.5412321811539231,0.24955341552424837,0.13506633939860024,LOW_RISK
38.1808,28.265,1,OTHER,17,0.5070025146587072,0.0753445550675883,0.03819987888510871,LOW_RISK
38.1808,28.295,1,OTHER,21,0.48316944254488947,0.0887464031131091,0.04287955012002497,SAFE_BURNABLE
38.1808,28.325,1,OTHER,21,0.4743274477799425,0.08825775253848589,0.04186307450837375,SAFE_BURNABLE
38.1808,28.355,1,OTHER,21,0.46550152301800723,0.08777153338930033,0.040857782470345175,SAFE_BURNABLE
38.1808,28.385,1,OTHER,29,0.4424887359525671,0.21668814602162678,0.09588206382901492,SAFE_BURNABLE
38.2008,26.285,0,NO_DATA,-128,0.08701731167630153,0.16441732693400424,0.014307153782800612,SAFE_UNBURNABLE
38.2008,26.315,0,NO_DATA,-128,0.084243216874745,0.16358681854014878,0.01378107983212731,SAFE_UNBURNABLE
38.2008,26.345,0,NO_DATA,-128,0.08154966022605914,0.16275968808576147,0.013272997261893214,SAFE_UNBURNABLE
38.2008,26.375,0,NO_DATA,-128,0.07893480275967264,0.16193593008630736,0.01278238070106681,SAFE_UNBURNABLE
38.2008,26.405,0,NO_DATA,-128,0.07639681547442873,0.1611155389786454,0.012308714101414701,SAFE_UNBURNABLE
38.2008,26.435,0,NO_DATA,-128,0.07393388164945508,0.16029850912198274,0.011851491002008767,SAFE_UNBURNABLE
38.2008,26.465,1,OTHER,26,0.9443847005223752,0.6290693720441539,0.594083490525717,HIGH_RISK
38.2008,26.495,1,OTHER,20,0.8925223828466686,0.9933796983281776,0.8866136154233699,HIGH_RISK
38.2008,26.525,1,OTHER,29,0.8750491607616768,0.2874774804167076,0.2515569279765214,LOW_RISK
38.2008,26.555,1,OTHER,28,0.8020603290029276,0.2163271270284428,0.17350740667669096,LOW_RISK
38.2008,26.585,1,OTHER,28,0.7963747572684398,0.21530197301167608,0.17146105649658971,LOW_RISK
38.2008,26.615,1,OTHER,24,0.8868807697479218,0.11047831575829625,0.09798109372017175,LOW_RISK
38.2008,26.645,0,NO_DATA,-128,0.058645725432780536,0.15467292545840172,0.009070905918318358,SAFE_UNBURNABLE
38.2008,26.675,0,NO_DATA,-128,0.05671991950811753,0.1538825735359166,0.008728207184659166,SAFE_UNBURNABLE
38.2008,26.705,0,NO_DATA,-128,0.05485366808748443,0.1530955287591872,0.008397851320234382,SAFE_UNBURNABLE
38.2008,26.735,0,NO_DATA,-128,0.053045368684053455,0.15231178476283214,0.008079434777670626,SAFE_UNBURNABLE
38.2008,26.765,0,NO_DATA,-128,0.05129344628517746,0.15153133511414385,0.007772564398198563,SAFE_UNBURNABLE
38.2008,26.795,1,OTHER,16,0.8964844644694446,0.09924385519782908,0.08897057437890891,LOW_RISK
38.2008,26.825,1,OTHER,16,0.8931497884490348,0.17175271883623655,0.15340090449413124,LOW_RISK
38.2008,26.855,1,OTHER,28,0.7397928834098397,0.3247747455415433,0.2402660454628753,LOW_RISK
38.2008,26.885,1,OTHER,29,0.820709919244846,0.27282105948304736,0.22390694969662514,LOW_RISK
38.2008,26.915,1,OTHER,28,0.7259213377596416,0.20425827619472547,0.14827544110375349,LOW_RISK
38.2008,26.945,1,OTHER,24,0.8415099529677976,0.9999999999878215,0.8415099529575493,HIGH_RISK
38.2008,26.975,1,OTHER,29,0.8045322905266141,0.9990870869585707,0.8037978225063415,HIGH_RISK
38.2008,27.005,1,OTHER,24,0.831828249376591,0.992377139978491,0.8254873390696563,HIGH_RISK
38.2008,27.035,1,OTHER,24,0.8268130961595356,0.10241551774093938,0.08467849131816793,LOW_RISK
38.2008,27.065,1,OTHER,24,0.8216804442401238,0.10186001606915462,0.08369638325400912,LOW_RISK
38.2008,27.095,1,OTHER,29,0.7812788041503628,0.2644903965174773,0.20664074070042993,LOW_RISK
38.2008,27.125,1,OTHER,29,0.7751636405681294,0.4662345899656627,0.36140810211657215,HIGH_RISK
38.2008,27.155,1,OTHER,13,0.8779074779446274,0.18994251525875794,0.16675195452527508,LOW_RISK
38.2008,27.185,1,OTHER,12,0.8575657476092976,0.08685607763569425,0.07448479715206534,LOW_RISK
38.2008,27.215,1,OTHER,24,0.7942293005005299,0.28486322189115143,0.22624671746093641,LOW_RISK
38.2008,27.245,1,OTHER,3,0.9422123880230847,0.33323243550888326,0.31397572882757346,LOW_RISK
38.2008,27.275,1,OTHER,13,0.8618844308143817,0.08538030548415454,0.07358795599496856,LOW_RISK
38.2008,27.305,1,OTHER,13,0.8576121736355011,0.08490846215645109,0.0728185307900417,LOW_RISK
38.2008,27.335,1,OTHER,13,0.8532302689377812,0.11806134638370203,0.10073351432612263,LOW_RISK
38.2008,27.365,1,OTHER,13,0.8487372980989608,0.14551171114332961,0.12350121655754602,LOW_RISK
38.2008,27.395,1,OTHER,25,0.7620931970740739,0.12441248454040754,0.09481390809932798,LOW_RISK
38.2008,27.425,1,OTHER,20,0.7346507790807658,0.1326548493003029,0.09745498838730912,LOW_RISK
38.2008,27.455,1,OTHER,21,0.7120498331033022,0.10362435958428318,0.07378570794742541,LOW_RISK
38.2008,27.485,1,OTHER,29,0.692643319907205,0.24945789983318956,0.1727853479175394,LOW_RISK
38.2008,27.515,1,OTHER,17,0.70980172459447,0.13917047518004444,0.09878344329542743,LOW_RISK
38.2008,27.545,1,OTHER,17,0.7024492489718477,0.08626409349459241,0.06059614768851369,LOW_RISK
38.2008,27.575,1,OTHER,28,0.5484728515023564,0.976152534798443,0.5353931642621552,HIGH_RISK
38.2008,27.605,1,OTHER,17,0.6874280559529868,0.0853139387834192,0.058647195083577984,LOW_RISK
38.2008,27.635,1,OTHER,20,0.6835896898787948,0.12785169212050818,0.08739809856713733,LOW_RISK
38.2008,27.665,1,OTHER,20,0.6758763636691719,0.2559710363899862,0.17300477327989314,LOW_RISK
38.2008,27.695,1,OTHER,20,0.6680663087714946,0.7279674513439381,0.4863305281251374,HIGH_RISK
38.2008,27.725,1,OTHER,17,0.6561966859142155,0.08344205291289286,0.05475439858731891,LOW_RISK
38.2008,27.755,1,OTHER,29,0.6209564880339429,0.2393907346393629,0.14865122984952434,LOW_RISK
38.2008,27.785,1,OTHER,21,0.6261179396108685,0.09759658608887689,0.06110697339502235,LOW_RISK
38.2008,27.815,1,OTHER,21,0.6177869390571321,0.0970643957587729,0.05996511594724239,LOW_RISK
38.2008,27.845,1,OTHER,13,0.7609336309054878,0.0768111114556449,0.05844815793382998,LOW_RISK
38.2008,27.875,1,OTHER,13,0.7544284354732379,0.0763826697919966,0.05762525806844494,LOW_RISK
38.2008,27.905,1,OTHER,13,0.7478048950013543,0.07595642129364966,0.05680058365017631,LOW_RISK
38.2008,27.935,1,OTHER,13,0.7410640212229355,0.07553235692379834,0.05597431215439603,LOW_RISK
38.2008,27.965,1,OTHER,13,0.7342070118893624,0.08966914515538549,0.06583571512320908,LOW_RISK
38.2008,27.995,1,OTHER,13,0.7272352546311454,0.07469074448586166,0.05431774258476542,LOW_RISK
38.2008,28.025,1,OTHER,13,0.7201503303169443,0.0742731784085402,0.05348785396459956,LOW_RISK
38.2008,28.055,1,OTHER,20,0.5681377361180923,0.11869015167277797,0.06743235407088508,LOW_RISK
38.2008,28.085,1,OTHER,29,0.5259386667781227,0.22746960952682116,0.11963506316707649,LOW_RISK
38.2008,28.115,1,OTHER,26,0.7074982927846244,0.12445247846198726,0.08804991604467122,LOW_RISK
38.2008,28.145,1,OTHER,29,0.5082447666351565,0.22534772186892937,0.11453180031303817,LOW_RISK
38.2008,28.175,1,OTHER,26,0.6926204542520832,0.1712118077429543,0.11858480005224534,LOW_RISK
38.2008,28.205,1,OTHER,20,0.5242540950732746,0.5704217627199089,0.29904594502482795,LOW_RISK
38.2008,28.235,1,OTHER,15,0.5117306165192161,0.09156813271509323,0.04685821700780807,LOW_RISK
38.2008,28.265,1,OTHER,15,0.5028745080451259,0.0910654979524127,0.04579451748270395,LOW_RISK
38.2008,28.295,1,OTHER,21,0.47832327775536043,0.08889551417743358,0.04252079371909814,SAFE_BURNABLE
38.2008,28.325,1,OTHER,21,0.4694894064233768,0.08840612222837085,0.04150573784919033,SAFE_BURNABLE
38.2008,28.355,1,OTHER,21,0.46067461270364146,0.0879191645183719,0.04050212706372871,SAFE_BURNABLE
38.2008,28.385,1,OTHER,29,0.43770503887391593,0.21700103284067584,0.09498244551520793,SAFE_BURNABLE
38.2208,26.285,0,NO_DATA,-128,0.08548730735014669,0.1646706042370626,0.014077246555948136,SAFE_UNBURNABLE
38.2208,26.315,0,NO_DATA,-128,0.08275756745045666,0.163839067337203,0.013558922666178488,SAFE_UNBURNABLE
38.2208,26.345,0,NO_DATA,-128,0.08010735704717824,0.16301091002924495,0.013058373172298174,SAFE_UNBURNABLE
38.2208,26.375,0,NO_DATA,-128,0.07753484233492357,0.16218612685275247,0.012575075774440076,SAFE_UNBURNABLE
38.2208,26.405,1,OTHER,26,0.9470261098652025,0.12835524814846755,0.12155577133482597,LOW_RISK
38.2208,26.435,1,OTHER,26,0.9452201061840333,0.37738355035159976,0.3567105195354466,HIGH_RISK
38.2208,26.465,1,OTHER,28,0.8154931895360619,0.31085419145447446,0.253499476069863,LOW_RISK
38.2208,26.495,1,OTHER,28,0.810102107051264,0.9999980573209372,0.8101005332828618,HIGH_RISK
38.2208,26.525,1,OTHER,28,0.8045912485001794,0.2176693932093101,0.1751348888425553,LOW_RISK
38.2208,26.555,1,OTHER,28,0.7989601523461706,0.21663963672764663,0.1730864371641396,LOW_RISK
38.2208,26.585,1,OTHER,23,0.8161726637221952,0.1826882771152445,0.14910517776396764,LOW_RISK
38.2208,26.615,1,OTHER,24,0.8849184572366751,0.1106595065142616,0.09792463978317216,LOW_RISK
38.2208,26.645,1,OTHER,28,0.7813428697277738,0.21357154344458862,0.1668726026471848,LOW_RISK
38.2208,26.675,1,OTHER,28,0.7752289820176844,0.9999999981384833,0.7752289805745827,HIGH_RISK
38.2208,26.705,1,OTHER,28,0.7689946853576738,0.8305979412718794,0.6387254025071005,HIGH_RISK
38.2208,26.735,1,OTHER,28,0.7626404162686292,0.2105352232679758,0.16056267031229784,LOW_RISK
38.2208,26.765,1,OTHER,28,0.756166781699952,0.33238464598055106,0.2513382280375912,LOW_RISK
38.2208,26.795,1,OTHER,28,0.7495745642365842,0.9184592931846236,0.6884537244579053,HIGH_RISK
38.2208,26.825,1,OTHER,26,0.9158665657099996,0.11916255424422217,0.10913699931688729,LOW_RISK
38.2208,26.855,1,OTHER,26,0.9130957429358226,0.36659064373736605,0.3347323561966917,LOW_RISK
